"","gre","gpa","rank","prediction","se"
"1",200,2.5,"1",0.179468355784676,0.081667014359241
"2",206.060606060606,2.5,"1",0.181660246358018,0.0816280605169713
"3",212.121212121212,2.5,"1",0.18386881167143,0.081586051505422
"4",218.181818181818,2.5,"1",0.186094023911579,0.0815412955095582
"5",224.242424242424,2.5,"1",0.188335852732801,0.0814941123992835
"6",230.30303030303,2.5,"1",0.190594265244458,0.0814448337450329
"7",236.363636363636,2.5,"1",0.192869225998905,0.0813938028103346
"8",242.424242424242,2.5,"1",0.195160696980081,0.0813413745194592
"9",248.484848484848,2.5,"1",0.197468637592737,0.0812879153982166
"10",254.545454545455,2.5,"1",0.199793004652303,0.0812338034859025
"11",260.606060606061,2.5,"1",0.202133752375402,0.0811794282163577
"12",266.666666666667,2.5,"1",0.204490832371028,0.0811251902660686
"13",272.727272727273,2.5,"1",0.206864193632385,0.081071501367221
"14",278.787878787879,2.5,"1",0.209253782529397,0.08101878408362
"15",284.848484848485,2.5,"1",0.211659542801904,0.0809674715474026
"16",290.909090909091,2.5,"1",0.214081415553537,0.0809180071545125
"17",296.969696969697,2.5,"1",0.216519339246296,0.0808708442169633
"18",303.030303030303,2.5,"1",0.218973249695823,0.0808264455700085
"19",309.090909090909,2.5,"1",0.221443080067381,0.0807852831324472
"20",315.151515151515,2.5,"1",0.223928760872549,0.0807478374184438
"21",321.212121212121,2.5,"1",0.226430219966635,0.0807145969994134
"22",327.272727272727,2.5,"1",0.228947382546811,0.0806860579147383
"23",333.333333333333,2.5,"1",0.231480171150979,0.0806627230303267
"24",339.393939393939,2.5,"1",0.234028505657374,0.0806451013443056
"25",345.454545454545,2.5,"1",0.236592303284901,0.0806337072394618
"26",351.515151515152,2.5,"1",0.239171478594221,0.0806290596823976
"27",357.575757575758,2.5,"1",0.241765943489579,0.0806316813697604
"28",363.636363636364,2.5,"1",0.244375607221388,0.0806420978223329
"29",369.69696969697,2.5,"1",0.24700037638957,0.0806608364282249
"30",375.757575757576,2.5,"1",0.249640154947648,0.0806884254368955
"31",381.818181818182,2.5,"1",0.252294844207608,0.0807253929062468
"32",387.878787878788,2.5,"1",0.254964342845519,0.0807722656055578
"33",393.939393939394,2.5,"1",0.257648546907923,0.0808295678775722
"34",400,2.5,"1",0.260347349818994,0.0808978204636035
"35",406.060606060606,2.5,"1",0.263060642388462,0.0809775392960704
"36",412.121212121212,2.5,"1",0.26578831282032,0.0810692342634112
"37",418.181818181818,2.5,"1",0.26853024672229,0.0811734079528497
"38",424.242424242424,2.5,"1",0.271286327116074,0.0812905543769728
"39",430.30303030303,2.5,"1",0.274056434448375,0.0814211576905315
"40",436.363636363636,2.5,"1",0.276840446602692,0.0815656909042837
"41",442.424242424242,2.5,"1",0.279638238911891,0.0817246146030386
"42",448.484848484848,2.5,"1",0.28244968417155,0.0818983756753406
"43",454.545454545455,2.5,"1",0.285274652654075,0.0820874060624331
"44",460.606060606061,2.5,"1",0.288113012123589,0.0822921215342572
"45",466.666666666667,2.5,"1",0.290964627851595,0.0825129205002686
"46",472.727272727273,2.5,"1",0.293829362633403,0.0827501828627894
"47",478.787878787879,2.5,"1",0.296707076805326,0.0830042689204437
"48",484.848484848485,2.5,"1",0.299597628262638,0.0832755183289666
"49",490.909090909091,2.5,"1",0.3025008724783,0.08356424912631
"50",496.969696969697,2.5,"1",0.305416662522435,0.0838707568285191
"51",503.030303030303,2.5,"1",0.308344849082567,0.0841953136023037
"52",509.090909090909,2.5,"1",0.311285280484603,0.0845381675196078
"53",515.151515151515,2.5,"1",0.314237802714571,0.0848995418987784
"54",521.212121212121,2.5,"1",0.31720225944109,0.0852796347361769
"55",527.272727272727,2.5,"1",0.32017849203859,0.0856786182312674
"56",533.333333333333,2.5,"1",0.323166339611256,0.0860966384073688
"57",539.393939393939,2.5,"1",0.3261656390177,0.086533814829392
"58",545.454545454545,2.5,"1",0.329176224896364,0.0869902404190105
"59",551.515151515152,2.5,"1",0.332197929691622,0.0874659813668406
"60",557.575757575758,2.5,"1",0.335230583680613,0.0879610771403681
"61",563.636363636364,2.5,"1",0.338274015000753,0.0884755405855397
"62",569.69696969697,2.5,"1",0.341328049677963,0.0890093581191794
"63",575.757575757576,2.5,"1",0.344392511655574,0.0895624900086793
"64",581.818181818182,2.5,"1",0.347467222823915,0.0901348707347763
"65",587.878787878788,2.5,"1",0.350552003050575,0.0907264094326628
"66",593.939393939394,2.5,"1",0.353646670211329,0.0913369904061942
"67",600,2.5,"1",0.356751040221718,0.0919664737095579
"68",606.060606060606,2.5,"1",0.35986492706928,0.0926146957904559
"69",612.121212121212,2.5,"1",0.362988142846416,0.0932814701886236
"70",618.181818181818,2.5,"1",0.366120497783881,0.0939665882833725
"71",624.242424242424,2.5,"1",0.369261800284907,0.0946698200837766
"72",630.30303030303,2.5,"1",0.372411856959913,0.0953909150551468
"73",636.363636363636,2.5,"1",0.375570472661835,0.0961296029755213
"74",642.424242424242,2.5,"1",0.378737450522032,0.0968855948160565
"75",648.484848484848,2.5,"1",0.381912591986768,0.0976585836394134
"76",654.545454545455,2.5,"1",0.385095696854265,0.0984482455104953
"77",660.606060606061,2.5,"1",0.388286563312309,0.099254240414196
"78",666.666666666667,2.5,"1",0.391484987976394,0.100076213175155
"79",672.727272727273,2.5,"1",0.394690765928405,0.100913794374876
"80",678.787878787879,2.5,"1",0.397903690755811,0.101766601261957
"81",684.848484848485,2.5,"1",0.401123554591368,0.102634238651558
"82",690.909090909091,2.5,"1",0.404350148153316,0.10351629981064
"83",696.969696969697,2.5,"1",0.407583260786056,0.104412367325911
"84",703.030303030303,2.5,"1",0.410822680501293,0.105322013951796
"85",709.090909090909,2.5,"1",0.414068194019634,0.106244803436132
"86",715.151515151515,2.5,"1",0.417319586812625,0.107180291321654
"87",721.212121212121,2.5,"1",0.42057664314522,0.108128025721701
"88",727.272727272727,2.5,"1",0.423839146118652,0.109087548068867
"89",733.333333333333,2.5,"1",0.427106877713715,0.110058393835668
"90",739.393939393939,2.5,"1",0.430379618834424,0.111040093226547
"91",745.454545454545,2.5,"1",0.433657149352038,0.112032171840817
"92",751.515151515152,2.5,"1",0.436939248149453,0.113034151306368
"93",757.575757575758,2.5,"1",0.440225693165921,0.114045549884183
"94",763.636363636364,2.5,"1",0.443516261442102,0.115065883043882
"95",769.69696969697,2.5,"1",0.44681072916542,0.116094664010692
"96",775.757575757576,2.5,"1",0.450108871715722,0.117131404284373
"97",781.818181818182,2.5,"1",0.453410463711202,0.118175614130755
"98",787.878787878788,2.5,"1",0.456715279054603,0.119226803046639
"99",793.939393939394,2.5,"1",0.460023090979655,0.120284480198903
"100",800,2.5,"1",0.463333672097751,0.121348154838717
"101",200,2.5,"2",0.0912999602002752,0.0456710387925915
"102",206.060606060606,2.5,"2",0.0926758984380687,0.0457141000055325
"103",212.121212121212,2.5,"2",0.0940671137083418,0.0457539812220898
"104",218.181818181818,2.5,"2",0.0954736778670373,0.0457908681005995
"105",224.242424242424,2.5,"2",0.0968956614175591,0.0458249595117453
"106",230.30303030303,2.5,"2",0.0983331334811175,0.0458564679266251
"107",236.363636363636,2.5,"2",0.0997861617671353,0.0458856197987461
"108",242.424242424242,2.5,"2",0.101254812543726,0.0459126559375985
"109",248.484848484848,2.5,"2",0.102739150608255,0.0459378318712022
"110",254.545454545455,2.5,"2",0.104239239257996,0.0459614181947541
"111",260.606060606061,2.5,"2",0.105755140260896,0.0459837009022211
"112",266.666666666667,2.5,"2",0.107286913826448,0.0460049816974356
"113",272.727272727273,2.5,"2",0.108834618576705,0.0460255782809534
"114",278.787878787879,2.5,"2",0.110398311517426,0.0460458246086349
"115",284.848484848485,2.5,"2",0.111978048009374,0.0460660711176101
"116",290.909090909091,2.5,"2",0.113573881739778,0.0460866849149964
"117",296.969696969697,2.5,"2",0.115185864693976,0.0461080499244556
"118",303.030303030303,2.5,"2",0.116814047127233,0.0461305669854133
"119",309.090909090909,2.5,"2",0.118458477536764,0.0461546538995275
"120",315.151515151515,2.5,"2",0.120119202633971,0.0461807454187916
"121",321.212121212121,2.5,"2",0.121796267316891,0.0462092931694983
"122",327.272727272727,2.5,"2",0.123489714642888,0.0462407655061904
"123",333.333333333333,2.5,"2",0.125199585801586,0.0462756472896874
"124",339.393939393939,2.5,"2",0.126925920088056,0.0463144395833198
"125",345.454545454545,2.5,"2",0.128668754876282,0.0463576592616352
"126",351.515151515152,2.5,"2",0.130428125592896,0.0464058385260754
"127",357.575757575758,2.5,"2",0.132204065691216,0.0464595243224714
"128",363.636363636364,2.5,"2",0.133996606625582,0.046519277655678
